event_id,person_id,datetime,city,area,latitude,longitude,source,confidence
LOC00239,P0028,2022-09-13 15:10:16,Bangalore,Sector 38 / Warehouse,27.314053,85.529127,CCTV,High
LOC00240,P0030,2022-11-10 00:59:25,Bangalore,Sector 5 / Hotel,18.878311,85.815939,Hotel Register,Low
LOC00241,P0003,2023-02-10 18:52:58,Kolkata,Sector 10 / Border,14.811868,78.756546,Hotel Register,Low
LOC00242,P0080,2023-11-14 16:10:24,Kolkata,Sector 6 / Border,27.891937,70.748263,Hotel Register,High
LOC00243,P0081,2023-06-19 21:48:04,Nagpur,Sector 10 / Airport,23.130285,69.364245,Hotel Register,Low
LOC00244,P0022,2023-09-06 14:17:30,Mumbai,Sector 28 / Market,16.092665,76.614759,Hotel Register,High
LOC00245,P0035,2022-10-23 04:44:43,Mumbai,Sector 27 / Airport,18.130566,80.24966,Cell Tower,High
LOC00246,P0033,2022-11-01 07:01:56,Pune,Sector 47 / Market,19.844435,76.861715,Cell Tower,Low
LOC00247,P0089,2023-01-01 22:13:04,Delhi,Sector 14 / Hotel,26.984578,89.943355,Border Check,Low
LOC00248,P0037,2023-01-21 12:50:46,Jaipur,Sector 39 / Station,21.310064,89.10755,Border Check,Medium
LOC00249,P0099,2022-06-30 08:10:30,Surat,Sector 33 / Airport,29.130012,70.091576,Immigration,Low
LOC00250,P0082,2024-02-28 03:08:48,Pune,Sector 48 / Hotel,11.904766,96.280576,Border Check,Medium
LOC00251,P0092,2023-09-20 17:29:28,Ahmedabad,Sector 39 / Hotel,24.208269,76.310499,Immigration,High
LOC00252,P0075,2023-12-11 01:26:45,Chennai,Sector 36 / Market,12.792718,81.285025,Cell Tower,High
LOC00253,P0093,2022-10-29 01:35:27,Delhi,Sector 31 / Station,11.866429,90.944173,Cell Tower,Medium
LOC00254,P0067,2022-01-31 12:54:10,Mumbai,Sector 18 / Border,10.004247,95.256617,Hotel Register,Low
LOC00255,P0079,2023-10-07 22:50:50,Hyderabad,Sector 35 / Warehouse,19.322703,77.191037,Border Check,High
LOC00256,P0044,2022-04-24 11:50:08,Chennai,Sector 33 / Market,27.689639,82.533981,Hotel Register,Low
LOC00257,P0099,2022-01-08 03:26:37,Jaipur,Sector 25 / Station,32.823033,93.663315,Border Check,High
LOC00258,P0025,2022-05-09 15:01:25,Pune,Sector 24 / Station,26.187414,70.092564,Cell Tower,Medium
LOC00259,P0050,2022-05-21 06:20:18,Surat,Sector 15 / Airport,25.543777,69.968137,Immigration,High
LOC00260,P0040,2023-07-13 18:51:26,Kolkata,Sector 15 / Warehouse,22.885606,92.328896,Hotel Register,High
LOC00261,P0038,2024-05-29 01:21:54,Indore,Sector 3 / Market,15.493961,77.164477,CCTV,High
LOC00262,P0094,2023-10-21 12:48:26,Pune,Sector 1 / Airport,23.016166,69.283888,Hotel Register,High
LOC00263,P0083,2022-08-05 18:40:41,Chennai,Sector 33 / Market,17.095844,83.26951,Immigration,High
LOC00264,P0021,2023-01-19 15:03:10,Bangalore,Sector 8 / Market,19.116108,89.720454,Cell Tower,High
LOC00265,P0021,2023-07-06 19:42:44,Indore,Sector 12 / Hotel,31.723326,70.717681,Immigration,Low
LOC00266,P0045,2024-05-30 21:37:42,Pune,Sector 7 / Warehouse,21.020142,71.201293,Hotel Register,Medium
LOC00267,P0087,2023-07-20 22:12:24,Nagpur,Sector 6 / Warehouse,29.088137,77.162004,Immigration,High
LOC00268,P0029,2023-02-02 20:54:49,Pune,Sector 20 / Airport,23.938304,76.199477,Hotel Register,High
LOC00269,P0007,2022-10-29 20:09:27,Hyderabad,Sector 30 / Hotel,28.1736,75.77904,Hotel Register,Low
LOC00270,P0056,2024-06-06 02:06:49,Surat,Sector 22 / Airport,18.771619,86.709589,Cell Tower,High
LOC00271,P0077,2022-11-11 21:03:23,Pune,Sector 29 / Hotel,21.321536,80.40641,CCTV,High
LOC00272,P0061,2022-06-11 21:39:24,Lucknow,Sector 7 / Airport,28.222983,81.661065,CCTV,Low
LOC00273,P0038,2024-01-07 00:09:29,Lucknow,Sector 39 / Border,27.728982,88.296131,Cell Tower,High
LOC00274,P0002,2024-04-23 18:57:39,Mumbai,Sector 28 / Hotel,29.330266,84.955779,Cell Tower,Medium
LOC00275,P0020,2023-05-02 09:55:23,Mumbai,Sector 42 / Border,16.486341,84.878806,Immigration,Medium
LOC00276,P0026,2023-07-21 13:35:18,Nagpur,Sector 20 / Station,26.592274,68.653977,Cell Tower,Medium
LOC00277,P0014,2022-11-07 11:29:57,Indore,Sector 37 / Airport,34.960768,95.472193,Cell Tower,High
LOC00278,P0071,2022-03-09 10:40:27,Indore,Sector 46 / Border,23.609112,85.273081,Cell Tower,High
LOC00279,P0068,2022-12-19 13:05:12,Mumbai,Sector 42 / Market,11.378172,90.902359,Border Check,High
LOC00280,P0062,2023-02-17 06:38:57,Indore,Sector 6 / Border,27.202823,90.526647,Hotel Register,Low
LOC00281,P0027,2024-04-21 18:28:25,Nagpur,Sector 34 / Border,26.354256,79.118097,Immigration,Low
LOC00282,P0038,2023-05-27 03:34:50,Indore,Sector 6 / Warehouse,33.235539,78.335576,Border Check,Medium
LOC00283,P0005,2023-03-19 03:40:36,Ahmedabad,Sector 41 / Hotel,19.912025,86.291291,Hotel Register,High
LOC00284,P0012,2023-05-13 10:26:13,Nagpur,Sector 19 / Airport,9.578311,69.446031,CCTV,High
LOC00285,P0076,2024-06-26 12:52:50,Mumbai,Sector 12 / Border,24.602893,85.998609,Cell Tower,Low
LOC00286,P0021,2024-03-05 14:50:32,Nagpur,Sector 45 / Station,13.796558,91.47952,Border Check,Low
LOC00287,P0027,2022-07-24 02:36:26,Jaipur,Sector 34 / Station,16.223707,80.191989,Immigration,High
LOC00288,P0097,2024-06-27 01:02:27,Bangalore,Sector 31 / Hotel,26.58623,81.013614,Cell Tower,Low
LOC00289,P0016,2023-03-09 18:05:40,Kolkata,Sector 20 / Warehouse,27.265174,91.367156,CCTV,High
LOC00290,P0021,2024-04-26 17:13:43,Ahmedabad,Sector 50 / Hotel,28.201964,75.410562,Hotel Register,Medium
LOC00291,P0011,2023-01-27 08:24:01,Nagpur,Sector 32 / Warehouse,10.902819,69.223015,Cell Tower,Low
LOC00292,P0045,2023-07-16 10:57:12,Bangalore,Sector 4 / Market,15.02946,78.860292,Immigration,Low
LOC00293,P0069,2024-03-30 10:39:11,Indore,Sector 10 / Station,31.282218,93.105811,CCTV,High
LOC00294,P0099,2024-03-24 11:46:43,Pune,Sector 40 / Border,25.461141,76.867943,CCTV,Medium
LOC00295,P0035,2023-10-16 01:05:32,Bangalore,Sector 43 / Market,13.693862,76.271664,Border Check,High
LOC00296,P0092,2024-01-22 17:29:54,Pune,Sector 12 / Market,32.958896,68.795918,Cell Tower,Low
LOC00297,P0068,2023-10-20 00:42:51,Jaipur,Sector 46 / Warehouse,23.066942,91.183266,Immigration,Low
LOC00298,P0019,2022-03-24 13:30:06,Mumbai,Sector 10 / Station,9.099448,79.297698,Hotel Register,High
LOC00299,P0051,2023-01-09 19:38:34,Nagpur,Sector 1 / Warehouse,28.062322,86.334706,CCTV,Low
LOC00300,P0086,2023-01-02 17:52:43,Pune,Sector 7 / Station,19.391901,79.823617,Border Check,High
LOC00301,P0098,2024-05-30 01:34:24,Bangalore,Sector 5 / Warehouse,8.744524,70.913762,CCTV,Medium
LOC00302,P0004,2023-08-08 12:53:15,Indore,Sector 39 / Hotel,15.026407,83.96865,Hotel Register,High
LOC00303,P0089,2023-02-11 00:48:43,Chennai,Sector 49 / Hotel,11.92717,88.191284,Hotel Register,High
LOC00304,P0095,2023-08-04 22:54:19,Jaipur,Sector 14 / Airport,16.414777,91.14753,Cell Tower,Medium
LOC00305,P0049,2024-05-18 12:05:53,Pune,Sector 39 / Border,13.01732,74.453011,Border Check,High
LOC00306,P0080,2022-01-11 03:58:43,Kolkata,Sector 38 / Border,29.869044,70.381152,Border Check,High
LOC00307,P0014,2022-12-14 16:45:00,Pune,Sector 36 / Border,12.051063,87.398568,CCTV,Medium
LOC00308,P0085,2024-01-17 03:39:14,Mumbai,Sector 34 / Hotel,13.777054,87.70634,Immigration,High
LOC00309,P0035,2023-10-04 16:05:25,Kolkata,Sector 43 / Border,30.615877,85.428373,CCTV,High
LOC00310,P0002,2022-05-13 01:05:35,Chennai,Sector 24 / Hotel,9.65825,78.144265,Cell Tower,High
LOC00311,P0015,2024-02-23 17:28:56,Mumbai,Sector 26 / Airport,31.462698,82.247118,Border Check,High
LOC00312,P0036,2022-06-10 16:24:59,Mumbai,Sector 22 / Warehouse,8.638787,75.202935,Immigration,Medium
LOC00313,P0016,2022-04-09 21:36:22,Delhi,Sector 38 / Hotel,24.966913,73.416113,Border Check,Medium
LOC00314,P0075,2023-12-09 08:16:50,Bangalore,Sector 17 / Market,27.360276,79.599028,CCTV,Medium
LOC00315,P0074,2022-07-01 22:08:08,Bhopal,Sector 4 / Hotel,21.248684,79.163624,Hotel Register,Low
LOC00316,P0009,2022-07-12 23:35:10,Lucknow,Sector 23 / Airport,26.593594,71.445867,Border Check,High
LOC00317,P0010,2022-04-28 22:30:10,Nagpur,Sector 18 / Airport,18.190938,69.75785,Hotel Register,High
LOC00318,P0066,2022-02-26 16:40:02,Bangalore,Sector 36 / Border,11.074353,95.704919,Immigration,High
LOC00319,P0068,2022-04-24 06:21:14,Jaipur,Sector 34 / Warehouse,16.286951,93.000589,Border Check,Medium
LOC00320,P0020,2024-06-29 22:22:29,Delhi,Sector 4 / Warehouse,14.028421,78.550799,Hotel Register,High
LOC00321,P0041,2022-01-27 15:46:11,Jaipur,Sector 31 / Warehouse,28.051302,72.556817,CCTV,Medium
LOC00322,P0091,2024-02-03 18:47:39,Pune,Sector 35 / Market,32.211168,93.769087,CCTV,Low
LOC00323,P0019,2023-10-28 07:30:03,Mumbai,Sector 12 / Warehouse,19.640385,70.068521,Cell Tower,High
LOC00324,P0050,2023-05-02 05:52:31,Surat,Sector 4 / Station,11.913637,76.481637,CCTV,High
LOC00325,P0054,2022-04-10 00:34:13,Bangalore,Sector 1 / Hotel,13.5755,73.412714,Immigration,High
LOC00326,P0039,2022-08-20 20:07:53,Surat,Sector 37 / Station,22.469685,92.124319,Hotel Register,High
LOC00327,P0043,2024-05-12 07:05:43,Nagpur,Sector 5 / Warehouse,31.792289,85.228779,Border Check,High
LOC00328,P0062,2022-08-25 02:14:37,Indore,Sector 30 / Station,23.331674,83.064974,Border Check,Low
LOC00329,P0060,2022-08-04 23:02:19,Mumbai,Sector 10 / Station,21.701557,87.446826,Immigration,High
LOC00330,P0095,2022-01-08 00:47:30,Ahmedabad,Sector 44 / Warehouse,20.390256,80.380159,Border Check,Low
LOC00331,P0059,2022-02-05 19:56:29,Surat,Sector 34 / Airport,12.027857,75.12993,Immigration,High
LOC00332,P0025,2022-11-27 09:04:14,Lucknow,Sector 8 / Warehouse,20.434899,86.811705,Hotel Register,Medium
LOC00333,P0090,2024-03-25 18:22:16,Mumbai,Sector 18 / Station,26.119654,73.950218,Hotel Register,High
LOC00334,P0023,2024-01-05 17:41:32,Kolkata,Sector 24 / Airport,32.688285,68.269643,Immigration,High
LOC00335,P0082,2022-04-16 14:06:00,Indore,Sector 34 / Warehouse,20.234194,83.527491,Border Check,High
LOC00336,P0044,2024-05-05 20:50:50,Ahmedabad,Sector 48 / Hotel,19.700568,87.552435,Cell Tower,High
LOC00337,P0072,2023-04-05 21:08:52,Surat,Sector 22 / Airport,21.484297,82.38119,Cell Tower,Medium
LOC00338,P0031,2024-02-16 17:07:47,Lucknow,Sector 29 / Border,22.496514,78.688697,Border Check,Medium
LOC00339,P0061,2022-03-23 22:07:00,Lucknow,Sector 43 / Market,29.413706,72.38345,Immigration,Low
LOC00340,P0033,2022-10-19 13:37:49,Nagpur,Sector 13 / Market,19.313697,88.080056,Hotel Register,High
LOC00341,P0050,2023-09-23 03:45:39,Chennai,Sector 2 / Border,9.273297,75.856448,Hotel Register,Medium
LOC00342,P0015,2023-12-09 12:18:53,Ahmedabad,Sector 37 / Station,14.446143,68.72433,Cell Tower,High
LOC00343,P0079,2022-04-28 15:41:17,Delhi,Sector 34 / Airport,12.426598,77.282864,Hotel Register,Low
LOC00344,P0060,2023-09-06 06:03:24,Mumbai,Sector 46 / Warehouse,29.631951,91.925589,Cell Tower,High
LOC00345,P0089,2022-01-26 16:30:22,Ahmedabad,Sector 13 / Airport,22.403731,84.358834,Border Check,High
LOC00346,P0093,2022-08-02 10:42:38,Chennai,Sector 47 / Airport,32.724208,96.288182,CCTV,High
LOC00347,P0025,2022-03-12 22:59:26,Hyderabad,Sector 48 / Hotel,18.063208,75.78373,Border Check,High
LOC00348,P0024,2023-03-02 18:14:22,Chennai,Sector 23 / Market,19.297711,82.392156,Immigration,High
LOC00349,P0085,2024-04-11 15:30:50,Jaipur,Sector 11 / Market,16.316499,94.795494,Cell Tower,High
LOC00350,P0065,2023-07-16 21:17:09,Lucknow,Sector 30 / Market,27.907563,89.006337,Cell Tower,Medium
LOC00351,P0054,2022-12-30 11:46:13,Chennai,Sector 39 / Station,22.065726,68.536355,Border Check,Medium
LOC00352,P0063,2023-09-05 12:19:47,Pune,Sector 24 / Warehouse,15.192064,92.454867,CCTV,Low
LOC00353,P0051,2023-09-01 18:46:19,Lucknow,Sector 10 / Airport,13.852851,82.940871,Cell Tower,High
LOC00354,P0001,2023-10-03 17:01:04,Indore,Sector 7 / Warehouse,26.051119,83.686176,Border Check,High
LOC00355,P0084,2023-08-05 17:46:12,Hyderabad,Sector 47 / Market,32.846153,69.038005,CCTV,Medium
LOC00356,P0055,2023-10-25 10:28:56,Bhopal,Sector 11 / Warehouse,13.479494,80.435801,CCTV,Low
LOC00357,P0094,2022-03-20 17:52:27,Delhi,Sector 5 / Hotel,10.91689,92.718646,Cell Tower,Medium
LOC00358,P0008,2023-02-28 18:21:34,Surat,Sector 3 / Airport,28.117362,70.18437,Hotel Register,High
LOC00359,P0038,2023-05-21 15:15:22,Bhopal,Sector 3 / Station,29.801896,82.865189,Immigration,Medium
LOC00360,P0076,2024-05-01 09:04:24,Jaipur,Sector 15 / Station,12.455243,83.264988,Hotel Register,Low
LOC00361,P0029,2022-08-24 13:26:52,Indore,Sector 43 / Market,33.76249,93.422837,Border Check,Medium
LOC00362,P0019,2024-01-16 02:31:40,Indore,Sector 37 / Warehouse,11.613421,93.809828,CCTV,High
LOC00363,P0069,2022-03-13 07:01:52,Ahmedabad,Sector 45 / Airport,10.003304,72.495894,CCTV,High
LOC00364,P0046,2023-06-18 02:16:29,Bhopal,Sector 41 / Hotel,19.330583,69.487145,Hotel Register,Low
LOC00365,P0018,2022-08-11 01:37:16,Hyderabad,Sector 30 / Hotel,28.003486,88.526513,Cell Tower,Low
LOC00366,P0066,2022-12-11 23:17:12,Lucknow,Sector 17 / Warehouse,18.408428,92.92579,Hotel Register,Medium
LOC00367,P0065,2023-09-18 10:16:25,Bangalore,Sector 14 / Border,13.609591,74.368751,CCTV,High
LOC00368,P0029,2022-01-08 08:29:06,Surat,Sector 25 / Warehouse,18.935685,93.563327,Border Check,Medium
LOC00369,P0084,2023-01-10 07:47:41,Bangalore,Sector 3 / Market,32.538437,86.369135,CCTV,Medium
LOC00370,P0002,2022-01-04 03:05:08,Nagpur,Sector 38 / Airport,11.623442,82.154963,Immigration,High
LOC00371,P0069,2024-01-22 21:18:06,Jaipur,Sector 20 / Border,17.394522,91.959559,Border Check,Low
LOC00372,P0006,2022-02-08 20:16:49,Jaipur,Sector 45 / Station,25.286554,81.770169,Cell Tower,Medium
LOC00373,P0011,2022-08-30 11:15:55,Chennai,Sector 21 / Airport,28.036763,80.412432,Border Check,High
LOC00374,P0020,2023-07-03 22:19:29,Bhopal,Sector 49 / Border,18.449172,69.635385,Cell Tower,Medium
LOC00375,P0100,2022-01-02 18:58:58,Ahmedabad,Sector 6 / Warehouse,12.161603,71.128211,Border Check,Medium
LOC00376,P0072,2023-01-13 03:19:06,Mumbai,Sector 35 / Airport,24.798731,94.637889,CCTV,High
LOC00377,P0040,2023-09-12 12:21:27,Lucknow,Sector 1 / Hotel,14.750541,84.332231,Hotel Register,Medium
LOC00378,P0077,2022-11-18 12:47:44,Indore,Sector 37 / Border,33.853792,78.456153,Cell Tower,High
LOC00379,P0021,2022-10-26 00:02:05,Hyderabad,Sector 49 / Warehouse,16.852124,73.183566,CCTV,Medium
LOC00380,P0004,2022-04-02 11:01:30,Bhopal,Sector 28 / Station,24.026545,91.500144,Border Check,High
LOC00381,P0013,2024-02-03 03:29:08,Bangalore,Sector 50 / Station,9.137438,76.716225,Hotel Register,High
LOC00382,P0024,2023-06-15 04:19:55,Delhi,Sector 6 / Warehouse,24.170845,86.968087,Cell Tower,Low
LOC00383,P0094,2023-05-02 06:18:07,Lucknow,Sector 43 / Warehouse,14.465138,80.931254,Border Check,High
LOC00384,P0092,2023-04-13 07:20:31,Surat,Sector 7 / Warehouse,13.722383,89.329903,Immigration,Low
LOC00385,P0060,2023-08-15 15:32:58,Chennai,Sector 38 / Airport,13.639324,93.142186,Hotel Register,High
LOC00386,P0042,2022-11-23 07:51:20,Lucknow,Sector 21 / Warehouse,27.895708,84.545699,CCTV,Medium
LOC00387,P0035,2022-10-26 07:26:59,Mumbai,Sector 4 / Airport,14.47752,82.299188,Hotel Register,High
LOC00388,P0001,2023-06-09 09:35:48,Lucknow,Sector 26 / Warehouse,8.879638,92.682109,CCTV,Medium
LOC00389,P0039,2022-06-07 11:47:51,Surat,Sector 45 / Market,23.32999,87.642862,Immigration,High
LOC00390,P0032,2023-05-24 10:44:31,Nagpur,Sector 37 / Warehouse,9.316483,77.465604,Hotel Register,High
LOC00391,P0068,2022-01-02 13:12:36,Lucknow,Sector 22 / Hotel,15.783707,75.874953,CCTV,Medium
LOC00392,P0091,2023-10-23 05:58:38,Bhopal,Sector 25 / Airport,14.451176,69.331525,Hotel Register,Low
LOC00393,P0053,2023-05-30 01:38:35,Surat,Sector 23 / Border,22.806255,94.385437,CCTV,Medium
LOC00394,P0013,2023-06-23 07:17:19,Indore,Sector 2 / Station,20.360133,78.520825,Cell Tower,High
LOC00395,P0016,2022-07-01 18:21:01,Chennai,Sector 16 / Warehouse,13.432801,84.699115,Cell Tower,High
LOC00396,P0039,2022-06-08 03:07:01,Delhi,Sector 18 / Airport,16.048202,84.546942,CCTV,Medium
LOC00397,P0050,2023-02-09 11:12:58,Delhi,Sector 20 / Warehouse,23.649497,68.597268,Cell Tower,Low
LOC00398,P0056,2022-11-14 19:07:26,Hyderabad,Sector 25 / Market,18.092318,77.373949,Cell Tower,High
LOC00399,P0093,2022-02-10 08:22:21,Ahmedabad,Sector 41 / Airport,13.185639,96.990459,Border Check,High
LOC00400,P0011,2023-10-04 06:04:44,Ahmedabad,Sector 10 / Warehouse,10.009047,69.3588,CCTV,High
LOC00401,P0088,2022-08-11 17:31:30,Delhi,Sector 13 / Warehouse,34.104426,94.548246,CCTV,High
LOC00402,P0058,2023-05-27 17:38:50,Surat,Sector 34 / Market,31.189369,88.048052,Immigration,Low
LOC00403,P0002,2023-03-03 12:27:32,Surat,Sector 43 / Hotel,16.055459,73.79798,Border Check,High
LOC00404,P0056,2022-02-03 19:34:13,Kolkata,Sector 15 / Hotel,9.782725,73.217919,Border Check,Medium
LOC00405,P0078,2022-02-15 03:54:58,Surat,Sector 18 / Market,17.718222,73.777978,Immigration,High
LOC00406,P0036,2023-09-29 16:38:33,Pune,Sector 17 / Border,25.723199,82.942359,Hotel Register,High
LOC00407,P0076,2024-04-15 06:54:31,Kolkata,Sector 12 / Airport,27.484784,68.368048,Hotel Register,High
LOC00408,P0086,2023-06-18 09:36:26,Kolkata,Sector 10 / Market,8.952401,73.292237,Border Check,High
LOC00409,P0021,2022-04-25 23:38:08,Delhi,Sector 25 / Warehouse,22.470016,94.250674,Cell Tower,High
LOC00410,P0015,2022-08-23 16:22:20,Jaipur,Sector 45 / Airport,17.813687,69.430266,CCTV,High
LOC00411,P0091,2024-05-18 21:59:24,Jaipur,Sector 6 / Airport,12.298892,90.948773,Border Check,Medium
LOC00412,P0040,2023-02-26 15:30:48,Hyderabad,Sector 46 / Market,30.335356,86.253347,CCTV,High
LOC00413,P0003,2022-02-11 01:40:56,Lucknow,Sector 12 / Warehouse,31.408255,93.912553,Immigration,High
LOC00414,P0026,2023-11-04 18:30:16,Kolkata,Sector 34 / Hotel,17.696318,79.732991,Border Check,Medium
LOC00415,P0020,2022-12-13 23:13:05,Jaipur,Sector 29 / Border,28.361217,95.111108,CCTV,Medium
LOC00416,P0100,2023-03-29 05:22:26,Hyderabad,Sector 23 / Border,14.047796,74.042777,Border Check,Medium
LOC00417,P0025,2022-11-11 17:35:38,Indore,Sector 5 / Hotel,9.6342,90.039004,CCTV,High
LOC00418,P0022,2022-07-01 00:58:50,Chennai,Sector 5 / Station,20.129568,78.889519,CCTV,Low
LOC00419,P0051,2023-01-18 21:37:23,Bangalore,Sector 49 / Border,22.689073,76.579519,CCTV,High
LOC00420,P0017,2023-05-31 09:32:18,Surat,Sector 12 / Market,21.069747,89.306724,Cell Tower,Medium
LOC00421,P0099,2022-06-02 02:45:39,Bhopal,Sector 17 / Market,25.803019,93.709453,Cell Tower,High
LOC00422,P0026,2023-05-07 03:27:04,Pune,Sector 41 / Border,22.173774,76.543319,Immigration,High
LOC00423,P0082,2023-01-29 07:44:33,Bangalore,Sector 45 / Station,20.188369,85.238704,CCTV,Medium
LOC00424,P0045,2024-03-19 11:00:37,Bhopal,Sector 30 / Station,31.584098,74.119211,CCTV,Low
LOC00425,P0006,2024-05-25 16:10:45,Hyderabad,Sector 18 / Station,32.581289,83.852372,Border Check,Low
LOC00426,P0008,2023-09-22 14:40:42,Chennai,Sector 15 / Airport,16.264536,76.868921,Cell Tower,High
LOC00427,P0085,2023-01-28 08:30:16,Chennai,Sector 37 / Border,30.985926,84.462064,Border Check,High
LOC00428,P0011,2022-03-14 11:08:53,Delhi,Sector 11 / Warehouse,9.998504,93.052263,Immigration,High
LOC00429,P0045,2023-08-22 11:34:34,Nagpur,Sector 5 / Station,13.276034,91.137086,Immigration,Low
LOC00430,P0050,2023-06-05 21:35:11,Delhi,Sector 15 / Station,14.403593,78.771678,CCTV,High
LOC00431,P0085,2022-12-03 22:10:11,Ahmedabad,Sector 21 / Warehouse,15.141998,87.788241,Hotel Register,Medium
LOC00432,P0058,2022-08-03 02:30:25,Delhi,Sector 35 / Warehouse,10.773454,91.739035,CCTV,High
LOC00433,P0021,2023-04-27 01:54:30,Chennai,Sector 13 / Market,21.800184,76.483524,Hotel Register,High
LOC00434,P0029,2023-01-02 14:17:45,Jaipur,Sector 22 / Warehouse,15.394843,92.099652,Hotel Register,High
LOC00435,P0057,2022-08-26 20:12:00,Nagpur,Sector 5 / Border,17.144744,96.541337,Immigration,Low
LOC00436,P0051,2023-04-05 16:05:53,Kolkata,Sector 24 / Warehouse,23.212674,80.200408,Hotel Register,Medium
LOC00437,P0082,2022-04-06 14:09:50,Bhopal,Sector 36 / Border,14.764933,70.219667,Border Check,Low
LOC00438,P0007,2023-05-07 02:19:30,Mumbai,Sector 11 / Station,30.022138,71.639877,Hotel Register,Medium
LOC00439,P0026,2023-08-01 12:45:51,Mumbai,Sector 21 / Market,18.379711,90.984206,CCTV,High
LOC00440,P0043,2024-05-26 00:01:33,Chennai,Sector 21 / Warehouse,14.06801,89.335228,CCTV,Medium
LOC00441,P0099,2022-01-20 14:48:39,Bangalore,Sector 26 / Warehouse,10.889305,85.785966,CCTV,Low
LOC00442,P0076,2024-03-23 18:27:21,Lucknow,Sector 48 / Hotel,26.776533,74.558619,CCTV,Low
LOC00443,P0003,2023-11-11 16:29:33,Indore,Sector 48 / Market,17.004321,94.340304,Immigration,High
LOC00444,P0055,2023-05-13 02:27:56,Indore,Sector 21 / Border,20.747294,87.589872,Immigration,Low
LOC00445,P0056,2024-04-11 17:34:21,Jaipur,Sector 8 / Warehouse,19.487429,73.159046,Border Check,Medium
LOC00446,P0019,2023-06-13 11:29:39,Bhopal,Sector 20 / Market,9.781663,92.977775,Hotel Register,High
LOC00447,P0086,2022-01-19 12:32:50,Kolkata,Sector 38 / Hotel,17.178139,71.06489,Immigration,High
LOC00448,P0011,2023-11-26 15:54:34,Pune,Sector 32 / Station,15.339566,96.660559,Immigration,Medium
LOC00449,P0015,2022-09-16 19:57:25,Surat,Sector 27 / Border,18.111701,87.106713,Cell Tower,Medium
LOC00450,P0038,2022-05-24 06:06:50,Delhi,Sector 13 / Warehouse,15.755145,73.346164,Cell Tower,High
LOC00451,P0079,2024-03-08 21:24:37,Bhopal,Sector 40 / Airport,20.47107,96.003462,Immigration,Medium
LOC00452,P0060,2022-02-16 03:27:35,Delhi,Sector 19 / Airport,9.774547,72.229717,Hotel Register,High
LOC00453,P0023,2023-06-16 14:51:59,Hyderabad,Sector 35 / Hotel,26.276266,73.483899,Border Check,High
LOC00454,P0038,2023-04-22 12:52:03,Surat,Sector 18 / Market,23.492456,93.35771,Border Check,Low
LOC00455,P0019,2022-06-14 04:22:49,Ahmedabad,Sector 37 / Warehouse,17.637691,80.823324,Border Check,High
LOC00456,P0001,2023-08-02 17:54:23,Surat,Sector 13 / Station,27.324612,71.753058,Border Check,High
LOC00457,P0056,2023-04-20 11:17:56,Pune,Sector 38 / Warehouse,8.402366,95.205159,Cell Tower,High
LOC00458,P0003,2023-04-13 10:42:15,Hyderabad,Sector 31 / Airport,18.111227,90.862925,CCTV,High
LOC00459,P0001,2023-02-15 17:52:08,Surat,Sector 37 / Airport,21.940481,92.804066,CCTV,Medium
LOC00460,P0075,2023-03-06 15:09:37,Surat,Sector 20 / Station,20.040517,85.98306,CCTV,High
LOC00461,P0055,2022-08-06 14:44:39,Indore,Sector 34 / Market,8.964305,89.898789,Cell Tower,High
LOC00462,P0001,2023-12-11 23:33:59,Bangalore,Sector 35 / Hotel,27.181169,96.68334,Immigration,Low
LOC00463,P0073,2024-03-26 15:00:49,Indore,Sector 36 / Border,20.854461,92.987385,Hotel Register,High
LOC00464,P0096,2023-12-04 05:17:18,Chennai,Sector 16 / Market,9.199596,95.694733,Immigration,High
LOC00465,P0019,2022-01-23 06:25:30,Mumbai,Sector 42 / Airport,30.055038,69.030565,Border Check,Medium
LOC00466,P0100,2024-01-22 08:09:31,Bhopal,Sector 2 / Hotel,21.902976,71.127961,Immigration,High
LOC00467,P0070,2022-08-31 08:12:01,Delhi,Sector 30 / Market,16.147741,83.695658,Immigration,High
LOC00468,P0006,2024-02-04 09:22:01,Kolkata,Sector 36 / Station,32.960342,86.471445,Immigration,Low
LOC00469,P0067,2023-07-22 03:38:31,Kolkata,Sector 18 / Hotel,22.894085,88.334538,Hotel Register,Low
LOC00470,P0084,2022-09-22 17:56:09,Jaipur,Sector 11 / Station,12.616677,83.579993,Hotel Register,High
LOC00471,P0043,2022-11-07 13:17:29,Delhi,Sector 6 / Warehouse,34.899675,89.409619,Cell Tower,Medium
LOC00472,P0018,2023-01-06 17:34:57,Pune,Sector 20 / Market,34.127223,79.810077,CCTV,High
LOC00473,P0035,2022-01-27 02:04:27,Kolkata,Sector 43 / Market,29.882749,72.552104,Hotel Register,High
LOC00474,P0071,2022-04-14 22:26:03,Mumbai,Sector 30 / Border,12.822193,70.935567,Immigration,Low
LOC00475,P0079,2024-01-08 05:26:46,Bhopal,Sector 12 / Market,18.169534,75.866144,Border Check,High
LOC00476,P0021,2023-01-24 06:04:50,Delhi,Sector 20 / Market,29.742754,94.621436,Border Check,Medium
LOC00477,P0033,2022-07-06 18:22:47,Hyderabad,Sector 20 / Market,25.939079,91.123899,Immigration,Low
LOC00478,P0037,2023-08-10 12:47:07,Bangalore,Sector 46 / Border,12.667933,76.035271,Cell Tower,High
